,id,first_name,web_name,team,team_code,now_cost,photo,total_points,value_season,minutes,ict_index_rank,element_type,bps,influence,creativity,threat,goals_scored,expected_goals,assists,expected_assists,form,selected_rank,chance_of_playing_next_round,chance_of_playing_this_round,position,team_name,average_points,average_minutes,avg_points_per_min,goals_scored_last_season,goals_conceded_last_season,assists_last_season,minutes_last_season,clean_sheets_last_season,total_points_last_season,ict_index_last_season,red_cards_last_season,yellow_cards_last_season,starts_last_season,saves_last_season,penalties_saved_last_season,penalties_missed_last_season,average_win_perc_first_10
96,619,Ben,Greenwood,3,91,40,474772.jpg,0,0.0,0,326,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,376,100,,Defender,Bournemouth,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.3028571428571428
97,643,Max,Aarons,3,91,45,232980.jpg,2,0.4,74,425,2,17,0.0,0.0,0.0,0,0.00,0,0.07,1.0,373,100,,Defender,Bournemouth,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.3028571428571428
98,644,Alex,Scott,3,91,50,503139.jpg,0,0.0,0,603,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,623,0,0.0,Midfielder,Bournemouth,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.3028571428571428
99,90,Kristoffer,Ajer,4,94,45,191866.jpg,1,0.2,83,176,2,7,14.2,1.0,2.0,0,0.00,0,0.01,0.5,268,100,,Defender,Brentford,0,0,0,0,14,0,763,4,29,15.1,4,0,9,0,0,0,0.5328571428571428
100,91,Ellery,Balcombe,4,94,40,235448.jpg,0,0.0,0,301,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,298,100,,Goalkeeper,Brentford,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5328571428571428
101,92,Shandon,Baptiste,4,94,45,432160.jpg,1,0.2,18,229,3,3,2.2,0.0,0.0,0,0.00,0,0.01,0.5,103,100,,Midfielder,Brentford,0,0,0,0,6,2,600,1,29,31.2,1,1,4,0,0,0,0.5328571428571428
102,93,Mads,Bech,4,94,40,228044.jpg,0,0.0,0,295,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,329,100,,Defender,Brentford,0,0,0,0,0,0,18,0,4,0.2,0,0,0,0,0,0,0.5328571428571428
103,94,Mads,Bidstrup,4,94,45,481405.jpg,0,0.0,0,474,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,659,0,0.0,Midfielder,Brentford,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5328571428571428
104,95,Sergi,Canós,4,94,50,174932.jpg,0,0.0,0,559,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,516,100,,Midfielder,Brentford,0,0,0,0,2,0,73,0,5,2.8,0,0,0,0,0,0,0.5328571428571428
105,96,Nathan,Collins,4,94,45,432830.jpg,1,0.2,90,135,2,16,20.8,0.7,4.0,0,0.00,0,0.01,0.5,279,100,,Defender,Brentford,0,0,0,0,37,0,1811,4,49,51.5,4,2,19,0,0,0,0.5328571428571428
106,97,Matthew,Cox,4,94,40,503300.jpg,0,0.0,0,334,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,629,0,0.0,Goalkeeper,Brentford,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5328571428571428
107,98,Mikkel,Damsgaard,4,94,50,440089.jpg,1,0.2,41,127,3,4,10.4,0.3,17.0,0,0.07,0,0.01,0.5,409,100,,Midfielder,Brentford,0,0,0,0,14,0,970,3,33,46.5,3,4,9,0,0,0,0.5328571428571428
108,99,Josh,Dasilva,4,94,50,183656.jpg,0,0.0,0,564,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,410,100,100.0,Midfielder,Brentford,0,0,0,4,17,2,1371,5,81,69.6,5,1,14,0,0,0,0.5328571428571428
109,100,Halil,Dervişoğlu,4,94,45,434662.jpg,0,0.0,0,450,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,619,0,0.0,Attacker,Brentford,0,0,0,0,0,1,6,0,4,1.0,0,0,0,0,0,0,0.5328571428571428
110,101,Mark,Flekken,4,94,45,118342.jpg,2,0.4,90,375,1,17,0.0,0.0,0.0,0,0.00,0,0.00,1.0,130,100,,Goalkeeper,Brentford,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5328571428571428
111,102,Charlie,Goode,4,94,40,213687.jpg,0,0.0,0,289,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,368,100,,Defender,Brentford,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5328571428571428
112,103,Rico,Henry,4,94,45,194010.jpg,4,0.9,90,36,2,20,33.8,36.3,6.0,0,0.00,1,0.74,2.0,84,100,100.0,Defender,Brentford,0,0,0,0,46,3,3240,11,112,107.0,11,4,37,0,0,0,0.5328571428571428
113,104,Aaron,Hickey,4,94,45,472713.jpg,0,0.0,71,136,2,7,11.0,10.8,4.0,0,0.03,0,0.08,0.0,272,100,,Defender,Brentford,0,0,0,0,30,3,1918,5,63,45.1,5,7,23,0,0,0,0.5328571428571428
114,105,Vitaly,Janelt,4,94,55,204580.jpg,2,0.4,90,97,3,6,14.6,11.5,17.0,0,0.02,0,0.01,1.0,451,100,,Midfielder,Brentford,0,0,0,3,28,1,2201,8,85,91.3,8,3,24,0,0,0,0.5328571428571428
115,106,Mathias,Jensen,4,94,55,207283.jpg,4,0.7,48,208,3,9,3.4,0.7,4.0,0,0.00,1,0.03,2.0,196,100,100.0,Midfielder,Brentford,0,0,0,5,40,7,2805,10,132,164.1,10,5,37,0,0,0,0.5328571428571428
116,107,Keane,Lewis-Potter,4,94,50,249231.jpg,0,0.0,0,591,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,537,100,,Midfielder,Brentford,0,0,0,0,4,1,313,0,14,21.9,0,0,3,0,0,0,0.5328571428571428
117,108,Bryan,Mbeumo,4,94,66,446008.jpg,7,1.1,90,30,3,14,33.4,6.0,44.0,1,1.35,0,0.03,3.5,33,100,100.0,Midfielder,Brentford,0,0,0,9,39,9,2905,10,150,239.5,10,5,36,0,0,0,0.5328571428571428
118,109,Ben,Mee,4,94,50,51927.jpg,0,0.0,0,526,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,69,75,75.0,Defender,Brentford,106.33333333333333,2600.3333333333335,0.04089219330855018,3,40,2,3269,12,143,122.2,12,2,37,0,0,0,0.5328571428571428
119,110,Christian,Nørgaard,4,94,55,128295.jpg,2,0.4,71,183,3,9,8.8,1.8,6.0,0,0.00,0,0.01,1.0,378,100,,Midfielder,Brentford,0,0,0,1,23,6,1763,6,71,82.3,6,6,21,0,0,0,0.5328571428571428
120,111,Frank,Onyeka,4,94,49,428580.jpg,0,0.0,0,517,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,632,100,100.0,Midfielder,Brentford,0,0,0,0,11,3,837,3,38,34.2,3,0,8,0,0,0,0.5328571428571428
121,112,Ethan,Pinnock,4,94,45,231065.jpg,1,0.2,90,141,2,14,24.4,0.5,0.0,0,0.00,0,0.00,0.5,131,100,,Defender,Brentford,0,0,0,3,34,0,2700,10,112,127.2,10,0,30,0,0,0,0.5328571428571428
122,114,Mads,Roerslev,4,94,45,226956.jpg,1,0.2,18,218,2,5,2.8,0.0,2.0,0,0.03,0,0.00,0.5,474,100,,Defender,Brentford,0,0,0,0,12,0,1101,5,48,33.4,5,0,12,0,0,0,0.5328571428571428
123,115,Kevin,Schade,4,94,55,513418.jpg,1,0.2,18,223,3,-1,0.0,0.0,6.0,0,0.27,0,0.00,0.5,436,100,,Midfielder,Brentford,0,0,0,0,7,1,723,3,29,39.8,3,2,7,0,0,0,0.5328571428571428
124,116,Thomas,Strakosha,4,94,40,140200.jpg,0,0.0,0,269,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,240,100,,Goalkeeper,Brentford,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5328571428571428
125,117,Ivan,Toney,4,94,80,144485.jpg,0,0.0,0,665,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,433,0,0.0,Attacker,Brentford,0,0,0,20,42,4,2953,10,182,258.7,10,9,33,0,0,1,0.5328571428571428
126,118,Ryan,Trevitt,4,94,45,591357.jpg,0,0.0,0,510,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,565,0,0.0,Midfielder,Brentford,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5328571428571428
127,119,Yoane,Wissa,4,94,60,216646.jpg,9,1.5,71,16,4,33,49.8,21.3,45.0,1,0.24,0,0.05,4.5,53,100,,Attacker,Brentford,0,0,0,7,17,4,1587,7,111,96.8,7,3,16,0,0,0,0.5328571428571428
128,120,Yegor,Yarmolyuk,4,94,45,508395.jpg,0,0.0,0,492,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,188,100,,Midfielder,Brentford,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5328571428571428
129,121,Mathias,Zanka,4,94,45,48760.jpg,1,0.2,6,129,2,8,9.8,17.1,0.0,0,0.00,0,0.11,0.5,444,100,,Defender,Brentford,0,0,0,0,15,1,1097,4,45,30.0,4,2,11,0,0,0,0.5328571428571428
130,620,Michale,Olakigbe,4,94,45,501284.jpg,0,0.0,0,490,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,607,100,,Midfielder,Brentford,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5328571428571428
131,122,Simon,Adingra,5,36,50,535818.jpg,6,1.2,16,43,3,20,33.0,1.3,35.0,1,0.25,0,0.01,3.0,231,100,,Midfielder,Brighton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5609523809523809
132,123,Steven,Alzate,5,36,45,235382.jpg,0,0.0,0,428,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,387,100,,Midfielder,Brighton,16.0,431.0,0.037122969837587005,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5609523809523809
133,124,Yasin,Ayari,5,36,45,509416.jpg,0,0.0,0,493,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,484,100,,Midfielder,Brighton,0,0,0,0,2,0,65,0,3,3.5,0,0,1,0,0,0,0.5609523809523809
134,125,Facundo,Buonanotte,5,36,50,536916.jpg,0,0.0,0,612,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,498,100,,Midfielder,Brighton,0,0,0,1,12,1,558,1,26,28.5,1,2,6,0,0,0,0.5609523809523809
135,127,Aaron,Connolly,5,36,45,233425.jpg,0,0.0,0,426,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,515,0,0.0,Attacker,Brighton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5609523809523809
136,128,Mahmoud,Dahoud,5,36,50,168090.jpg,3,0.6,73,554,3,12,0.0,0.0,0.0,0,0.04,0,0.11,1.5,349,100,,Midfielder,Brighton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5609523809523809
137,129,Lewis,Dunk,5,36,50,83299.jpg,2,0.4,90,146,2,10,6.0,3.1,15.0,0,0.12,0,0.59,1.0,80,100,,Defender,Brighton,111.33333333333333,2915.0,0.03819325328759291,1,50,1,3240,12,112,102.4,12,4,36,0,0,0,0.5609523809523809
138,130,Julio,Enciso,5,36,54,474120.jpg,1,0.2,2,619,3,2,0.0,0.0,0.0,0,0.00,0,0.00,0.5,96,100,,Midfielder,Brighton,0,0,0,4,12,3,794,4,57,83.8,4,1,7,0,0,0,0.5609523809523809
139,131,Pervis,Estupiñan,5,36,51,204214.jpg,7,1.4,90,1,2,34,46.0,79.3,35.0,0,0.11,1,0.86,3.5,3,100,,Defender,Brighton,0,0,0,1,43,7,2674,10,128,162.5,10,4,31,0,0,0,0.5609523809523809
140,132,Evan,Ferguson,5,36,60,487117.jpg,5,0.8,12,33,4,25,32.2,10.6,37.0,1,0.89,0,0.03,2.5,55,100,,Attacker,Brighton,0,0,0,6,12,2,942,6,65,79.9,6,1,10,0,0,0,0.5609523809523809
141,133,Billy,Gilmour,5,36,50,243568.jpg,1,0.2,16,173,3,4,6.0,5.0,7.0,0,0.02,0,0.05,0.5,429,100,,Midfielder,Brighton,26.0,871.0,0.029850746268656716,0,8,1,502,2,21,15.8,2,1,7,0,0,0,0.5609523809523809
142,134,Pascal,Gross,5,36,65,60307.jpg,2,0.3,90,10,3,18,29.0,73.4,34.0,0,0.49,0,0.47,1.0,89,100,,Midfielder,Brighton,121.0,2584.0,0.0468266253869969,9,51,8,3240,11,159,273.2,11,7,37,0,0,0,0.5609523809523809
143,135,João Pedro,João Pedro,5,36,56,475168.jpg,7,1.2,87,644,4,26,0.0,0.0,0.0,1,1.30,0,0.03,3.5,10,100,,Attacker,Brighton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5609523809523809
144,136,Michał,Karbownik,5,36,40,442229.jpg,0,0.0,0,316,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,564,0,0.0,Defender,Brighton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5609523809523809
145,137,Kacper,Kozłowski,5,36,45,484658.jpg,0,0.0,0,476,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,660,0,0.0,Midfielder,Brighton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5609523809523809
146,138,Adam,Lallana,5,36,49,39155.jpg,0,0.0,0,511,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,494,100,100.0,Midfielder,Brighton,49.666666666666664,1286.6666666666667,0.038601036269430046,2,10,1,717,5,47,48.5,5,0,12,0,0,0,0.5609523809523809
147,139,Tariq,Lamptey,5,36,40,232792.jpg,0,0.0,0,297,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,52,100,,Defender,Brighton,44.0,957.6666666666666,0.04594500522102332,0,7,0,439,1,23,20.6,1,1,3,0,0,0,0.5609523809523809
148,140,Solly,March,5,36,65,109345.jpg,9,1.4,73,23,3,26,44.2,23.4,36.0,1,0.55,0,0.02,4.5,86,100,,Midfielder,Brighton,92.33333333333333,2040.6666666666667,0.04524665142110421,6,40,10,2719,10,147,271.4,10,2,31,0,0,0,0.5609523809523809
149,141,Tom,McGill,5,36,40,209288.jpg,0,0.0,0,288,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,305,100,,Goalkeeper,Brighton,0.0,0.0,nan,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5609523809523809
150,142,James,Milner,5,36,50,15157.jpg,3,0.6,78,197,3,16,7.6,3.2,0.0,0,0.00,0,0.02,1.5,296,100,,Midfielder,Brighton,41.333333333333336,929.6666666666666,0.044460380064539264,0,12,1,889,3,42,49.5,3,2,7,0,0,0,0.5609523809523809
151,143,Kaoru,Mitoma,5,36,65,451340.jpg,5,0.8,90,18,3,26,28.6,61.9,22.0,0,0.02,1,0.62,2.5,5,100,,Midfielder,Brighton,0,0,0,7,35,9,2311,8,138,200.4,8,0,24,0,0,0,0.5609523809523809
152,144,Jakub,Moder,5,36,45,243505.jpg,0,0.0,0,433,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,470,100,,Midfielder,Brighton,26.333333333333332,779.0,0.03380402225074882,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5609523809523809
153,146,Jeremy,Sarmiento,5,36,45,441192.jpg,0,0.0,0,454,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,596,0,0.0,Midfielder,Brighton,0,0,0,0,2,2,168,1,16,12.9,1,1,1,0,0,0,0.5609523809523809
154,147,Kjell,Scherpen,5,36,40,240514.jpg,0,0.0,0,302,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,664,0,0.0,Goalkeeper,Brighton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5609523809523809
155,148,Jason,Steele,5,36,45,49262.jpg,2,0.4,90,156,1,18,22.2,0.0,0.0,0,0.00,0,0.00,1.0,63,100,,Goalkeeper,Brighton,22.333333333333332,480.0,0.04652777777777777,0,23,1,1350,6,65,39.1,6,1,15,37,1,0,0.5609523809523809
156,149,Deniz,Undav,5,36,55,450434.jpg,0,0.0,0,640,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,538,0,0.0,Attacker,Brighton,0,0,0,5,9,2,614,2,52,69.1,2,2,6,0,0,0,0.5609523809523809
157,150,Jan Paul,Van Hecke,5,36,40,469142.jpg,2,0.5,90,76,2,19,32.2,0.5,17.0,0,0.02,0,0.00,1.0,123,100,,Defender,Brighton,0,0,0,0,7,0,291,0,6,8.8,0,2,3,0,0,0,0.5609523809523809
158,151,Joël,Veltman,5,36,45,111478.jpg,1,0.2,11,231,2,2,0.2,0.3,0.0,0,0.00,0,0.00,0.5,167,100,,Defender,Brighton,95.33333333333333,2445.6666666666665,0.038980509745127435,1,29,1,2183,10,95,77.4,10,6,25,0,0,0,0.5609523809523809
159,152,Bart,Verbruggen,5,36,45,489639.jpg,0,0.0,0,481,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,249,100,,Goalkeeper,Brighton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5609523809523809
160,153,Adam,Webster,5,36,44,110735.jpg,0,0.0,0,342,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,309,100,100.0,Defender,Brighton,73.0,2002.0,0.036463536463536464,0,27,0,1983,9,75,59.2,9,2,23,0,0,0,0.5609523809523809
161,154,Danny,Welbeck,5,36,60,50175.jpg,2,0.3,77,106,4,5,3.8,1.9,33.0,0,0.31,0,0.10,1.0,122,100,,Attacker,Brighton,89.66666666666667,1618.0,0.055418211784095596,6,28,5,1844,6,91,155.4,6,0,21,0,0,0,0.5609523809523809
162,155,Andi,Zeqiri,5,36,45,204676.jpg,0,0.0,0,403,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,154,100,,Attacker,Brighton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5609523809523809
163,606,Igor Julio,Igor,5,36,45,223434.jpg,0,0.0,0,417,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,399,100,,Defender,Brighton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5609523809523809
164,621,Jack,Hinshelwood,5,36,45,532529.jpg,0,0.0,0,500,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,613,100,,Midfielder,Brighton,0,0,0,0,0,0,1,0,1,0.4,0,0,0,0,0,0,0.5609523809523809
165,156,Enock,Agyei,6,90,45,578614.jpg,0,0.0,0,509,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,345,100,,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
166,157,Ameen,Al-Dakhil,6,90,40,487968.jpg,1,0.2,90,332,2,12,0.0,0.0,0.0,0,0.00,0,0.01,1.0,215,100,,Defender,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
167,158,Samuel,Bastien,6,90,50,189776.jpg,0,0.0,0,566,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,558,100,,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
168,159,Manuel Benson,Benson,6,90,55,183751.jpg,1,0.2,16,628,3,-1,0.0,0.0,0.0,0,0.00,0,0.00,1.0,356,100,,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
169,160,Jordan,Beyer,6,90,40,241231.jpg,1,0.2,73,303,2,18,0.0,0.0,0.0,0,0.00,0,0.00,1.0,79,100,,Defender,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
170,161,Josh,Brownhill,6,90,50,172782.jpg,1,0.2,1,556,3,3,0.0,0.0,0.0,0,0.00,0,0.00,1.0,301,100,,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
171,162,Darko,Churlinov,6,90,45,250735.jpg,0,0.0,0,442,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,534,100,,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
172,163,Jack,Cork,6,90,50,40145.jpg,0,0.0,0,522,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,560,100,,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
173,164,Dara,Costelloe,6,90,45,530873.jpg,0,0.0,0,498,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,550,0,0.0,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
174,165,Josh,Cullen,6,90,50,172567.jpg,2,0.4,90,555,3,12,0.0,0.0,0.0,0,0.00,0,0.01,2.0,467,100,,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
175,166,CJ,Egan-Riley,6,90,40,432711.jpg,0,0.0,0,309,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,394,100,,Defender,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
176,167,Hjalmar,Ekdal,6,90,40,478969.jpg,0,0.0,0,327,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,318,100,,Defender,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
177,168,Lyle,Foster,6,90,50,435973.jpg,2,0.4,90,594,4,5,0.0,0.0,0.0,0,0.14,0,0.04,2.0,266,100,,Attacker,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
178,169,Denis,Franchi,6,90,40,493347.jpg,0,0.0,0,333,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,366,100,,Goalkeeper,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
179,170,Jóhann Berg,Gudmundsson,6,90,50,60586.jpg,0,0.0,0,528,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,530,100,,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
180,171,Luke,McNally,6,90,40,483391.jpg,0,0.0,0,330,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,580,0,0.0,Defender,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
181,172,Arijanet,Muric,6,90,45,232917.jpg,0,0.0,0,424,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,302,100,,Goalkeeper,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
182,173,Dara,O'Shea,6,90,45,216616.jpg,1,0.2,90,408,2,12,0.0,0.0,0.0,0,0.00,0,0.00,1.0,320,100,,Defender,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
183,174,Michael,Obafemi,6,90,50,220598.jpg,0,0.0,0,580,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,529,0,0.0,Attacker,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
184,175,Bailey,Peacock-Farrell,6,90,40,220037.jpg,0,0.0,0,293,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,602,0,0.0,Goalkeeper,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
185,176,Connor,Roberts,6,90,45,192290.jpg,1,0.2,90,396,2,10,0.0,0.0,0.0,0,0.00,0,0.01,1.0,276,100,,Defender,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
186,177,Jay,Rodriguez,6,90,54,44683.jpg,0,0.0,0,614,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,315,100,,Attacker,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
187,178,Charlie,Taylor,6,90,40,103914.jpg,0,0.0,0,254,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,181,100,,Defender,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
188,179,Bobby,Thomas,6,90,40,461102.jpg,0,0.0,0,321,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,586,0,0.0,Defender,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
189,180,Scott,Twine,6,90,49,226473.jpg,0,0.0,0,516,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,562,100,,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
190,181,Lawrence,Vigouroux,6,90,40,133085.jpg,0,0.0,0,267,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,308,100,,Goalkeeper,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
191,182,Victor,Vitinho,6,90,45,441455.jpg,1,0.2,90,455,2,6,0.0,0.0,0.0,0,0.00,0,0.03,1.0,338,100,,Defender,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
192,183,Wout,Weghorst,6,90,55,120202.jpg,0,0.0,0,621,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,419,0,0.0,Attacker,Burnley,0,0,0,0,11,1,790,4,24,42.4,4,1,10,0,0,0,0.35324929971988794
193,184,Anass,Zaroury,6,90,50,511783.jpg,-2,-0.4,30,605,3,-6,0.0,0.0,0.0,0,0.04,0,0.06,-2.0,450,0,0.0,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
194,475,Sander,Berge,6,90,50,207189.jpg,2,0.4,90,574,3,5,0.0,0.0,0.0,0,0.00,0,0.00,2.0,351,100,,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
195,594,Zeki,Amdouni,6,90,55,492831.jpg,2,0.4,60,641,4,8,0.0,0.0,0.0,0,0.03,0,0.00,2.0,392,100,,Attacker,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
196,596,James,Trafford,6,90,45,432720.jpg,2,0.4,90,446,1,22,0.0,0.0,0.0,0,0.00,0,0.00,2.0,164,100,,Goalkeeper,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
197,600,Nathan,Redmond,6,90,50,83283.jpg,1,0.2,1,533,3,3,0.0,0.0,0.0,0,0.00,0,0.00,1.0,504,100,,Midfielder,Burnley,49.0,1185.0,0.04135021097046414,0,0,0,1,0,1,0.0,0,0,0,0,0,0,0.35324929971988794
198,605,Luca,Koleosho,6,90,50,487702.jpg,2,0.4,60,601,3,4,0.0,0.0,0.0,0,0.06,0,0.03,2.0,531,100,,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
199,608,Jacob,Bruun Larsen,6,90,50,179458.jpg,1,0.2,29,561,3,0,0.0,0.0,0.0,0,0.02,0,0.01,1.0,594,100,,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
